,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
307,9,Jenkins Drives,Katy,Evans,60,Head,Widowed,Female,Public house manager,None,None
308,9,Jenkins Drives,Amy,Evans,39,Daughter,Single,Female,Estate agent,None,None
309,9,Jenkins Drives,Carolyn,Evans,38,Daughter,Single,Female,Intelligence analyst,None,None
310,10,Jenkins Drives,Teresa,Simmons,44,Head,Married,Female,Archaeologist,None,None
311,10,Jenkins Drives,Antony,Simmons,51,Husband,Married,Male,Insurance underwriter,None,None
312,10,Jenkins Drives,Chloe,Simmons,13,Daughter,NA,Female,Student,None,NA
313,11,Jenkins Drives,Clare,Smith,35,Head,Single,Female,Geochemist,None,Christian
314,11,Jenkins Drives,Jay,Cunningham,44,Cousin,Single,Male,"Programmer, systems",None,Christian
315,12,Jenkins Drives,Barbara,Holland,65,Head,Married,Female,Unemployed,None,Christian
316,12,Jenkins Drives,Luke,Holland,68,Husband,Married,Male,"Retired Horticulturist, commercial",None,Christian
317,13,Jenkins Drives,Emily,Charlton,40,Head,Single,Female,Unemployed,None,Methodist
318,14,Jenkins Drives,Louise,Gibson,43,Head,Married,Female,Brewing technologist,None,None
319,14,Jenkins Drives,Connor,Gibson,46,Husband,Married,M,"Presenter, broadcasting",None,None
320,15,Jenkins Drives,Chloe,Turner,42,Head,Single,Female,"Scientist, research (physical sciences)",None,None
321,16,Jenkins Drives,Louise,Peters,44,Head,Single,Female,"Scientist, research (life sciences)",None,None
322,16,Jenkins Drives,Callum,Johnson,44,Partner,Single,Male,"Civil engineer, contracting",None,None
323,17,Jenkins Drives,Robert,James,34,Head,Divorced,Male,Industrial/product designer,None,None
324,18,Jenkins Drives,Dylan,Bailey,74,Head,Widowed,Male,"Retired Psychotherapist, child",None,Catholic
325,19,Jenkins Drives,Chelsea,Duffy,69,Head,Widowed,Female,Unemployed,None,None
326,19,Jenkins Drives,Joanna,Duffy,30,Daughter,Divorced,Female,Dietitian,None,None
327,20,Jenkins Drives,Ryan,Wood,49,Head,Single,Male,"Production assistant, radio",None,Methodist
328,21,Jenkins Drives,Gary,Griffiths,50,Head,Single,Male,Translator,None,Methodist
329,21,Jenkins Drives,Wayne,Griffiths,11,Son,NA,Male,Student,None,NA
330,22,Jenkins Drives,Heather,Jackson,41,Head,Single,Female,Financial trader,None,None
331,23,Jenkins Drives,Jacqueline,Pollard,80,Head,Divorced,Female,"Retired Physicist, medical",None,Jewish
332,23,Jenkins Drives,Rachael,Pollard,41,Daughter,Single,Female,"Scientist, product/process development",None,Jewish
333,24,Jenkins Drives,Grace,Clarke,63,Head,Married,Female,Site engineer,None,None
334,24,Jenkins Drives,Charles,Clarke,65,Husband,Married,Male,Arts development officer,None,None
335,25,Jenkins Drives,Sandra,Humphreys,73,Head,Married,Female,"Retired Engineer, civil (consulting)",None,Christian
336,25,Jenkins Drives,Abdul,Humphreys,75,Husband,Married,Male,Retired Chartered public finance accountant,None,Christian
337,26,Jenkins Drives,Russell,Thornton,26,Head,Divorced,Male,Set designer,None,None
338,27,Jenkins Drives,Charlie,Fletcher,23,Head,Single,Male,"Pilot, airline",None,None
339,28,Jenkins Drives,Alice,Miah,40,Head,Single,Female,Museum/gallery curator,None,Christian
340,28,Jenkins Drives,Andrew,Miah,10,Son,NA,Male,Student,None,NA
341,29,Jenkins Drives,Geraldine,Howells,22,Head,Single,Female,University Student,None,None
342,30,Jenkins Drives,Robert,Lewis,27,Head,Single,Male,"Engineer, manufacturing",None,Catholic
343,30,Jenkins Drives,Leanne,Jones,31,None,Single,Female,Trade union research officer,None,None
344,31,Jenkins Drives,Rachel,Taylor,37,Head,Single,Female,"Optician, dispensing",None,None
345,32,Jenkins Drives,Megan,Davies,72,Head,Single,Female,Retired Archaeologist,None,None
346,33,Jenkins Drives,Pauline,Bradley,54,Head,Married,female,Higher education careers adviser,None,Christian
347,33,Jenkins Drives,Nathan,Bradley,62,Husband,Married,Male,Control and instrumentation engineer,None,None
348,33,Jenkins Drives,Gerard,Morgan-Bradley,19,Son,Single,Male,University Student,None,None
349,33,Jenkins Drives,Ben,Morgan-Bradley,16,Son,NA,Male,Student,None,NA
350,34,Jenkins Drives,Judith,Webb,22,Head,Single,f,University Student,None,Catholic
351,34,Jenkins Drives,Benjamin,White,26,Partner,Single,Male,"Engineer, aeronautical",None,None
352,35,Jenkins Drives,Kelly,Mann,72,Head,Married,Female,"Retired Psychologist, counselling",None,Methodist
353,35,Jenkins Drives,Simon,Mann,73,Husband,Married,Male,Retired Actuary,None,Methodist
354,36,Jenkins Drives,Sian,Mitchell,74,Head,Widowed,Female,Retired Chief Operating Officer,None,Christian
355,37,Jenkins Drives,Elliott,Palmer,30,Head,Single,Male,Publishing rights manager,None,Muslim
356,37,Jenkins Drives,Hannah,Hall,30,Partner,Single,Female,Scientific laboratory technician,None,Muslim
357,37,Jenkins Drives,Conor,Palmer,5,Son,NA,Male,Student,None,NA
358,38,Jenkins Drives,Helen,Harrison,75,Head,Widowed,Female,Retired Microbiologist,None,None
359,38,Jenkins Drives,Jack,Harrison,37,Son,Divorced,Male,Pharmacologist,None,None
360,39,Jenkins Drives,Sarah,Lyons,54,Head,Single,Female,"Therapist, sports",None,Methodist
361,39,Jenkins Drives,Diana,Lyons,31,Daughter,Divorced,Female,"Accountant, chartered certified",None,None
362,39,Jenkins Drives,Kate,Lyons,28,Daughter,Divorced,Female,Tourism officer,None,None
363,40,Jenkins Drives,Carole,Cook,36,Head,Single,Female,Phytotherapist,None,None
364,40,Jenkins Drives,Sarah,Cook,11,Daughter,NA,Female,Student,None,NA
365,41,Jenkins Drives,Anthony,Kirk,80,Head,Married,Male,Retired Waste management officer,None,Christian
366,41,Jenkins Drives,Vanessa,Kirk,78,Wife,Married,Female,"Retired Psychologist, clinical",None,None
367,42,Jenkins Drives,Toby,Kaur,39,Head,Single,Male,"Solicitor, Scotland",None,Catholic
368,43,Jenkins Drives,Martin,Howard,22,Head,Single,Male,University Student,None,Catholic
369,44,Jenkins Drives,Benjamin,Smith,52,Head,Single,Male,Music therapist,None,Christian
370,45,Jenkins Drives,Annette,Stanley,47,Head,Single,Female,"Geologist, wellsite",None,None
371,46,Jenkins Drives,Tracy,Leonard,51,Head,Single,Female,Biomedical engineer,None,None
372,47,Jenkins Drives,Katy,Pearce,30,Head,Married,Female,"Engineer, communications",None,Christian
373,47,Jenkins Drives,Trevor,Pearce,31,Husband,Married,Male,Call centre manager,None,Christian
374,47,Jenkins Drives,Martyn,Webb,30,Sibling,Single,Male,Sports development officer,None,None
375,48,Jenkins Drives,Barbara,Edwards,19,Head,Single,Female,University Student,None,None
376,49,Jenkins Drives,Christine,Williams,34,Head,Divorced,Female,Software engineer,None,None
377,50,Jenkins Drives,Marie,Jackson,76,Head,Married,Female,Retired Applications developer,None,Christian
378,50,Jenkins Drives,Dean,Jackson,77,Husband,Married,Male,Retired Biomedical engineer,None,None
379,51,Jenkins Drives,Stanley,Jones,54,Head,Married,Male,Musician,None,None
380,51,Jenkins Drives,Sara,Jones,54,Wife,Married,Female,Archivist,None,None
381,52,Jenkins Drives,Christian,Weston,57,Head,Single,Male,"Engineer, materials",None,Christian
382,53,Jenkins Drives,Sandra,Turner,42,Head,Divorced,Female,Chief Operating Officer,None,Methodist
383,53,Jenkins Drives,Denise,Naylor,5,Neice,NA,Female,Student,None,NA
384,54,Jenkins Drives,Ben,Blackburn,20,Head,Single,Male,University Student,None,None
385,55,Jenkins Drives,Julian,Watts,37,Head,Single,Male,"Education officer, community",None,Christian
386,56,Jenkins Drives,Susan,Bates,28,Head,Single,female,Patent examiner,None,Christian
387,57,Jenkins Drives,Owen,Smith,31,Head,Single,Male,Unemployed,None,None
388,1,Hartley Lodge,Joyce,Walker,46,Head,Married,Female,"Producer, radio",None,None
389,1,Hartley Lodge,Trevor,Walker-Phillips,45,Husband,Married,Male,Metallurgist,None,None
390,1,Hartley Lodge,Sean,Walker-Phillips,14,Son,NA,Male,Student,None,NA
391,2,Hartley Lodge,Josephine,Robinson,22,Head,Single,Female,University Student,None,Christian
392,3,Hartley Lodge,Jodie,Shaw,46,Head,Married,Female,"Engineer, electrical",None,Methodist
393,3,Hartley Lodge,George,Shaw,47,Husband,Married,Male,Veterinary surgeon,None,None
394,3,Hartley Lodge,Lauren,Shaw,16,Daughter,NA,Female,Student,None,NA
395,4,Hartley Lodge,Arthur,Hunter,28,Head,Single,Male,Health service manager,None,None
396,4,Hartley Lodge,Oliver,Hughes,51,None,Single,Male,Freight forwarder,None,None
397,5,Hartley Lodge,Aimee,Perry,37,Head,Married,Female,Advertising account planner,None,Methodist
398,5,Hartley Lodge,Benjamin,Perry,40,Husband,Married,Male,Soil scientist,None,Methodist
399,5,Hartley Lodge,Kelly,Perry,10,Daughter,NA,Female,Student,None,NA
400,5,Hartley Lodge,Gillian,Perry,5,Daughter,NA,Female,Student,None,NA
401,6,Hartley Lodge,Lynn,Wright,38,Head,Single,Female,"Engineer, building services",None,Methodist
402,6,Hartley Lodge,Mohamed,Wright,8,Son,NA,Male,Student,None,NA
403,7,Hartley Lodge,Lucy,Hall,41,Head,Married,Female,Hospital pharmacist,None,Catholic
404,7,Hartley Lodge,Justin,Hall,40,Husband,Married,Male,"Engineer, energy",None,Catholic
405,7,Hartley Lodge, ,Hall,3,Daughter,NA,Female,Child,None,NA
406,8,Hartley Lodge,Chloe,Richardson,31,Head,Married,Female,Logistics and distribution manager,None,None
407,8,Hartley Lodge,Dominic,Richardson,31,Husband,Married,male,Unemployed,None,None
408,8,Hartley Lodge,Martyn,Davies,22,Sibling,Single,Male,Industrial/product designer,None,None
409,8,Hartley Lodge,Danny,Jones,37,Lodger,Single,Male,Arts administrator,None,Methodist
410,9,Hartley Lodge,Mandy,Robertson,33,Head,Single,Female,"Therapist, speech and language",None,None
411,9,Hartley Lodge,Iain,Smith,35,Partner,Single,Male,Furniture designer,None,None
412,9,Hartley Lodge,Susan,Robertson,16,Daughter,NA,Female,Student,None,NA
413,9,Hartley Lodge,Paul,Robertson,15,Son,NA,Male,Student,None,NA
414,10,Hartley Lodge,Teresa,Clark,83,Head,Widowed,Female,Retired Pharmacologist,None,Methodist
415,10,Hartley Lodge,Frank,Clark,28,Grandson,Widowed,Male,Unemployed,None,Methodist
416,10,Hartley Lodge,Donald,Johnson,22,Grandson,Single,Male,University Student,None,None
417,11,Hartley Lodge,Naomi,Bates,24,Head,Married,Female,Commercial art gallery manager,None,Methodist
418,11,Hartley Lodge,Damian,Bates,28,Husband,Married,Male,IT consultant,None,Methodist
419,11,Hartley Lodge,Yvonne,Bates,4,Daughter,NA,Female,Child,None,NA
420,12,Hartley Lodge,Darren,Cole,69,Head,Married,Male,Retired Senior tax professional/tax inspector,None,None
421,12,Hartley Lodge,Shannon,Cole,66,Wife,Married,Female,"Designer, fashion/clothing",None,None
422,12,Hartley Lodge,Jonathan,Cole,24,Grandson,Single,Male,"Therapist, horticultural",None,None
423,12,Hartley Lodge,Scott,Cole,24,Grandson,Divorced,Male,Cartographer,None,None
424,13,Hartley Lodge,Pamela,Gallagher,43,Head,Single,Female,Music tutor,None,None
425,13,Hartley Lodge,Jonathan,Murphy,45,Partner,Single,Male,Sub,None,None
426,13,Hartley Lodge,Gail,Gallagher,14,Daughter,NA,Female,Student,None,NA
427,14,Hartley Lodge,Hilary,Anderson,55,Head,Married,Female,"Conservation officer, historic buildings",None,None
428,14,Hartley Lodge,Sean,Anderson,52,Husband,Married,m,General practice doctor,None,None
429,14,Hartley Lodge,Carolyn,Anderson,31,Daughter,Divorced,Female,Sports administrator,None,None
430,15,Hartley Lodge,Rosemary,Gardner,22,Head,Single,Female,University Student,None,Catholic
431,15,Hartley Lodge,Anne,Smith,51,None,Single,Female,Clinical molecular geneticist,None,Christian
432,15,Hartley Lodge,Charlie,Faulkner,46,None,Single,Male,"Nurse, adult",None,Christian
433,15,Hartley Lodge,Tina,Williams,56,None,Single,Female,"Production assistant, television",None,Christian
434,15,Hartley Lodge,Marilyn,Bartlett,42,None,Single,Female,Marketing executive,None,Christian
435,16,Hartley Lodge,Garry,Marsden,33,Head,Single,Male,Unemployed,None,Methodist
436,16,Hartley Lodge,Victoria,Cook,20,Lodger,Single,Female,University Student,None,Catholic
437,16,Hartley Lodge,Gerard,Wright,36,Visitor,Single,Male,Volunteer coordinator,None,Christian
438,16,Hartley Lodge,Ellie,King,26,Lodger,Single,Female,Unemployed,None,Methodist
439,17,Hartley Lodge,Elaine,Woods,51,Head,Married,Female,"Production assistant, television",None,None
440,17,Hartley Lodge,Jeremy,Woods,51,Husband,Married,Male,Unemployed,None,None
441,17,Hartley Lodge,Melissa,Woods,17,Daughter,NA,Female,Student,None,NA
442,18,Hartley Lodge,Lisa,Barry,24,Head,Single,Female,PhD Student,None,Christian
443,18,Hartley Lodge,Nigel,Roberts,21,None,Single,Male,University Student,Mental Disability,Methodist
444,18,Hartley Lodge,Lawrence,Brennan,20,None,Single,Male,University Student,None,Christian
445,18,Hartley Lodge,Lindsey,Green,22,None,Single,Female,University Student,None,None
446,19,Hartley Lodge,Chloe,Evans,55,Head,Married,Female,Phytotherapist,None,Methodist
447,19,Hartley Lodge,Justin,Evans,58,Husband,Married,Male,"Scientist, physiological",None,Methodist
448,19,Hartley Lodge,Kirsty,Carroll,8,Granddaughter,NA,Female,Student,None,NA
449,20,Hartley Lodge,Bethan,Thompson,51,Head,Married,Female,"Development worker, international aid",None,Christian
450,20,Hartley Lodge,Harry,Thompson,52,Husband,Married,Male,Dancer,None,Christian
451,20,Hartley Lodge,Charlene,Thompson,20,Granddaughter,Single,Female,University Student,None,Christian
452,20,Hartley Lodge,Catherine,Brown,20,Granddaughter,Single,Female,University Student,None,None
453,21,Hartley Lodge,Trevor,Shepherd,26,Head,Married,Male,Unemployed,None,Muslim
454,21,Hartley Lodge,Paige,Shepherd,21,Wife,Married,Female,University Student,None,None
455,21,Hartley Lodge,Stephanie,Scott,37,Cousin,Widowed,Female,Unemployed,None,Muslim
456,22,Hartley Lodge,Lindsey,Bond,39,Head,Single,Female,Unemployed,None,None
457,22,Hartley Lodge,Eric,Harris,41,Partner,Single,Male,Clinical cytogeneticist,None,None
458,22,Hartley Lodge,Amy,Bond,14,Daughter,NA,Female,Student,None,NA
459,23,Hartley Lodge,Danielle,Jones,26,Head,Married,female,"Designer, furniture",None,None
460,23,Hartley Lodge,Jamie,Jones,25,Husband,Married,Male,Ship broker,None,None
461,23,Hartley Lodge,Joe,Jones,7,Son,NA,Male,Student,None,NA
462,24,Hartley Lodge,Kimberley,Middleton,55,Head,Single,Female,"Engineer, maintenance (IT)",None,Catholic
463,24,Hartley Lodge,Antony,Collins,59,Partner,Single,Male,Unemployed,None,None
464,25,Hartley Lodge,Frances,Marshall,36,Head,Divorced,Female,Unemployed,None,Christian
465,25,Hartley Lodge,Frank,Marshall,4,Son,NA,Male,Child,None,NA
466,25,Hartley Lodge,Stephen,Gray-Marshall,0,Son,NA,Male,Child,None,NA
467,26,Hartley Lodge,Lynda,Taylor,56,Head,Single,Female,Unemployed,None,None
468,26,Hartley Lodge,Kelly,Taylor,25,Daughter,Single,Female,Rural practice surveyor,None,None
469,26,Hartley Lodge,Kerry,Yates-Taylor,24,Daughter,Single,Female,Translator,None,None
470,27,Hartley Lodge,Janice,Richards,48,Head,Married,Female,Catering manager,None,Christian
471,27,Hartley Lodge,Elliott,Richards,48,Husband,Married,Male,Mining engineer,None,Christian
472,27,Hartley Lodge,Amelia,Richards,7,Daughter,NA,Female,Student,None,NA
473,27,Hartley Lodge,Brian,Richards,6,Son,NA,M,Student,None,NA
474,28,Hartley Lodge,Beverley,Lloyd,34,Head,Married,Female,Museum/gallery conservator,None,Catholic
475,28,Hartley Lodge,Damien,Lloyd,34,Husband,Married,Male,Education administrator,None,Catholic
476,28,Hartley Lodge,Joan,Lloyd,13,Daughter,NA,Female,Student,None,NA
477,28,Hartley Lodge,Victoria,Lloyd,9,Daughter,NA,Female,Student,None,NA
478,29,Hartley Lodge,Lorraine,Evans,32,Head,Single,Female,"Lecturer, further education",None,Methodist
479,29,Hartley Lodge,Trevor,Lewis,54,None,Single,male,Chief Strategy Officer,None,Christian
480,29,Hartley Lodge,Harry,Henry,47,None,Single,Male,Unemployed,None,Christian
481,1,Hopkins Drive,Jodie,Taylor,79,Head,Widowed,Female,"Retired Engineer, land",None,Christian
482,2,Hopkins Drive,Rosie,French,46,Head,Married,Female,Data scientist,None,Christian
483,2,Hopkins Drive,George,French,48,Husband,Married,Male,Retail manager,None,None
484,2,Hopkins Drive,Kathleen,French,14,Daughter,NA,Female,Student,None,NA
485,3,Hopkins Drive,Leah,Hurst,19,Head,Married,Female,University Student,None,Catholic
486,3,Hopkins Drive,Garry,Hurst,19,Husband,Married,Male,University Student,None,Catholic
487,4,Hopkins Drive,Georgina,Watson,25,Head,Married,Female,Osteopath,None,None
488,4,Hopkins Drive,Wayne,Watson,29,Husband,Married,Male,Product/process development scientist,None,None
489,5,Hopkins Drive,Helen,Patel,49,Head,Single,Female,Health service manager,None,Christian
490,5,Hopkins Drive,Victor,James,50,Partner,Single,Male,"Therapist, music",None,Christian
491,5,Hopkins Drive,Francis,Patel,26,Son,Single,Male,"Therapist, sports",None,Christian
492,5,Hopkins Drive,Robert,Patel,12,Son,NA,Male,Student,None,NA
493,6,Hopkins Drive,Holly,Williams,89,Head,Widowed,Female,Retired Chartered management accountant,None,Christian
494,7,Hopkins Drive,Patrick,Murphy,73,Head,Widowed,Male,Retired Maintenance engineer,None,Christian
495,1,Bumblebee Lane,Olivia,Smith,41,Head,Single,Female,"Engineer, production",None,Methodist
496,1,Bumblebee Lane,Graham,Forster,40,Partner,Single,Male,Science writer,None,Methodist
497,1,Bumblebee Lane,Carl,Smith,1,Son,NA,Male,Child,None,NA
498,1,Bumblebee Lane,Hugh,Smith,0,Son,NA,Male,Child,Physical Disability,NA
499,1,Bumblebee Lane,Bethan,Potter,27,Lodger,Divorced,Female,Toxicologist,None,Methodist
500,2,Bumblebee Lane,Geraldine,Heath,37,Head,Single,Female,Newspaper journalist,None,Christian
501,2,Bumblebee Lane,Dylan,Heath-Hughes,35,Partner,Single,Male,Radiation protection practitioner,None,None
502,2,Bumblebee Lane,Albert,Heath-Hughes,3,Son,NA,Male,Child,None,NA
503,2,Bumblebee Lane,Malcolm,Heath-Hughes,2,Son,NA,Male,Child,None,NA
504,3,Bumblebee Lane,Harry,Hunt,69,Head,Married,Male,Retired Health service manager,None,None
505,3,Bumblebee Lane,Lauren,Hunt,70,Wife,Married,Female,Retired Planning and development surveyor,None,None
506,4,Bumblebee Lane,Jessica,West,66,Head,Widowed,Female,Print production planner,None,None
507,4,Bumblebee Lane,Gillian,West,28,Daughter,Widowed,Female,"Designer, interior/spatial",None,None
508,4,Bumblebee Lane,Jeremy,West,27,Son,Single,Male,Science writer,None,None
509,4,Bumblebee Lane,Denis,West,25,Son,Single,Male,Volunteer coordinator,None,None
510,4,Bumblebee Lane,Diane,West,23,Daughter,Single,Female,"Lighting technician, broadcasting/film/video",None,Christian
511,4,Bumblebee Lane,Olivia,West,17,Daughter,NA,Female,Student,None,NA
512,5,Bumblebee Lane,Abigail,Parker,46,Head,Divorced,Female,Public relations officer,None,Catholic
513,5,Bumblebee Lane,Sophie,Parker,29,Daughter,Divorced,Female,Unemployed,None,None
